2025-04-08T06:46:23.597Z [INFO]: 
🚀 Server listening on port 3000
2025-04-10T06:54:06.940Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:54:06.982Z [INFO]: GET /users/all - ::1
2025-04-10T06:54:21.775Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:54:21.777Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T06:54:21.780Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:54:21.781Z [INFO]: GET /users/all - ::1
2025-04-10T06:54:36.284Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:54:36.287Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T06:54:36.290Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:54:36.291Z [INFO]: GET /users/all - ::1
2025-04-10T06:54:40.938Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:54:40.939Z [INFO]: GET /users/all - ::1
2025-04-10T06:54:44.758Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:54:44.769Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T06:54:44.772Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:54:44.774Z [INFO]: GET /users/all - ::1
2025-04-10T06:54:48.187Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:54:48.190Z [INFO]: GET /users/all - ::1
2025-04-10T06:54:51.788Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:54:51.790Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T06:54:51.794Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:54:51.796Z [INFO]: GET /users/all - ::1
2025-04-10T06:54:55.284Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:54:55.286Z [INFO]: GET /users/all - ::1
2025-04-10T06:55:31.886Z [INFO]: OPTIONS /users/login - ::1
2025-04-10T06:55:31.889Z [INFO]: POST /users/login - ::1
2025-04-10T06:55:32.080Z [INFO]: OPTIONS /projects/all - ::1
2025-04-10T06:55:32.087Z [INFO]: GET /projects/all - ::1
2025-04-10T06:55:34.180Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:55:34.188Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T06:55:34.192Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:55:34.195Z [INFO]: GET /users/all - ::1
2025-04-10T06:57:35.878Z [INFO]: OPTIONS /users/login - ::1
2025-04-10T06:57:35.881Z [INFO]: POST /users/login - ::1
2025-04-10T06:57:36.081Z [INFO]: OPTIONS /projects/all - ::1
2025-04-10T06:57:36.087Z [INFO]: GET /projects/all - ::1
2025-04-10T06:57:42.828Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:57:42.839Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T06:57:42.846Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:57:42.849Z [INFO]: GET /users/all - ::1
2025-04-10T06:58:51.792Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:58:51.794Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T06:58:51.797Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:58:51.799Z [INFO]: GET /users/all - ::1
2025-04-10T06:58:58.902Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:58:58.903Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T06:58:58.910Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T06:58:58.914Z [INFO]: GET /users/all - ::1
2025-04-10T07:03:25.774Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:03:25.776Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:03:25.778Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:03:25.782Z [INFO]: GET /users/all - ::1
2025-04-10T07:03:36.806Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:03:36.809Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:03:36.811Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:03:36.813Z [INFO]: GET /users/all - ::1
2025-04-10T07:03:53.797Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:03:53.798Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:03:53.801Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:03:53.802Z [INFO]: GET /users/all - ::1
2025-04-10T07:04:08.073Z [INFO]: OPTIONS /users/login - ::1
2025-04-10T07:04:08.077Z [INFO]: POST /users/login - ::1
2025-04-10T07:04:08.242Z [INFO]: OPTIONS /projects/all - ::1
2025-04-10T07:04:08.248Z [INFO]: GET /projects/all - ::1
2025-04-10T07:04:11.084Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:04:11.093Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:04:11.098Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:04:11.101Z [INFO]: GET /users/all - ::1
2025-04-10T07:05:18.239Z [INFO]: OPTIONS /projects/all - ::1
2025-04-10T07:05:18.243Z [INFO]: GET /projects/all - ::1
2025-04-10T07:05:19.420Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:05:19.422Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:05:19.426Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:05:19.429Z [INFO]: GET /users/all - ::1
2025-04-10T07:06:16.008Z [INFO]: OPTIONS /users/login - ::1
2025-04-10T07:06:16.011Z [INFO]: POST /users/login - ::1
2025-04-10T07:06:16.176Z [INFO]: OPTIONS /projects/all - ::1
2025-04-10T07:06:16.183Z [INFO]: GET /projects/all - ::1
2025-04-10T07:06:17.979Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:06:17.986Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:06:17.988Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:06:17.991Z [INFO]: GET /users/all - ::1
2025-04-10T07:07:26.061Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:07:26.069Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:07:26.075Z [INFO]: GET /users/all - ::1
2025-04-10T07:07:26.076Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:07:32.977Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:07:32.980Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:07:32.984Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:07:32.988Z [INFO]: GET /users/all - ::1
2025-04-10T07:09:36.800Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:09:36.804Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:09:36.808Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:09:36.811Z [INFO]: GET /users/all - ::1
2025-04-10T07:09:38.229Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:09:38.231Z [INFO]: GET /users/all - ::1
2025-04-10T07:10:19.870Z [INFO]: OPTIONS /users/login - ::1
2025-04-10T07:10:19.874Z [INFO]: POST /users/login - ::1
2025-04-10T07:10:20.039Z [INFO]: OPTIONS /projects/all - ::1
2025-04-10T07:10:20.043Z [INFO]: GET /projects/all - ::1
2025-04-10T07:10:21.779Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:10:21.786Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:10:21.790Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:10:21.791Z [INFO]: GET /users/all - ::1
2025-04-10T07:11:30.916Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:11:30.918Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:11:30.921Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:11:30.927Z [INFO]: GET /users/all - ::1
2025-04-10T07:11:47.403Z [INFO]: OPTIONS /projects/all - ::1
2025-04-10T07:11:47.409Z [INFO]: GET /projects/all - ::1
2025-04-10T07:11:48.074Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:11:48.090Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:11:48.092Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:11:48.097Z [INFO]: GET /users/all - ::1
2025-04-10T07:20:24.183Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:20:24.184Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:20:24.197Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:20:24.200Z [INFO]: GET /users/all - ::1
2025-04-10T07:20:33.795Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:20:33.796Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:20:33.802Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:20:33.807Z [INFO]: GET /users/all - ::1
2025-04-10T07:21:30.771Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:21:30.775Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:21:30.779Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:21:30.782Z [INFO]: GET /users/all - ::1
2025-04-10T07:21:44.931Z [INFO]: OPTIONS /users/login - ::1
2025-04-10T07:21:44.935Z [INFO]: POST /users/login - ::1
2025-04-10T07:21:45.095Z [INFO]: OPTIONS /projects/all - ::1
2025-04-10T07:21:45.101Z [INFO]: GET /projects/all - ::1
2025-04-10T07:21:47.246Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:21:47.253Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:21:47.259Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:21:47.263Z [INFO]: GET /users/all - ::1
2025-04-10T07:23:39.783Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:23:39.785Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:23:39.791Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:23:39.793Z [INFO]: GET /users/all - ::1
2025-04-10T07:23:54.064Z [INFO]: OPTIONS /users/login - ::1
2025-04-10T07:23:54.067Z [INFO]: POST /users/login - ::1
2025-04-10T07:23:54.246Z [INFO]: OPTIONS /projects/all - ::1
2025-04-10T07:23:54.251Z [INFO]: GET /projects/all - ::1
2025-04-10T07:23:55.995Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:23:56.001Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:23:56.007Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:23:56.009Z [INFO]: GET /users/all - ::1
2025-04-10T07:24:54.445Z [INFO]: OPTIONS /projects/update-file-tree - ::1
2025-04-10T07:24:54.453Z [INFO]: PUT /projects/update-file-tree - ::1
2025-04-10T07:26:20.878Z [INFO]: OPTIONS /projects/update-file-tree - ::1
2025-04-10T07:26:20.883Z [INFO]: PUT /projects/update-file-tree - ::1
2025-04-10T07:27:09.286Z [INFO]: OPTIONS /users/login - ::1
2025-04-10T07:27:09.289Z [INFO]: POST /users/login - ::1
2025-04-10T07:27:09.553Z [INFO]: OPTIONS /projects/all - ::1
2025-04-10T07:27:09.562Z [INFO]: GET /projects/all - ::1
2025-04-10T07:27:11.757Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:27:11.765Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:27:11.770Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:27:11.773Z [INFO]: GET /users/all - ::1
2025-04-10T07:28:20.624Z [INFO]: OPTIONS /projects/update-file-tree - ::1
2025-04-10T07:28:20.639Z [INFO]: PUT /projects/update-file-tree - ::1
2025-04-10T07:28:33.401Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:28:33.409Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:28:33.416Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:28:33.419Z [INFO]: GET /users/all - ::1
2025-04-10T07:28:35.570Z [INFO]: OPTIONS /projects/update-file-tree - ::1
2025-04-10T07:28:35.594Z [INFO]: PUT /projects/update-file-tree - ::1
2025-04-10T07:28:39.786Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:28:39.788Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:28:39.790Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:28:39.792Z [INFO]: GET /users/all - ::1
2025-04-10T07:28:57.861Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:28:57.862Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:28:57.867Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:28:57.872Z [INFO]: GET /users/all - ::1
2025-04-10T07:29:01.562Z [INFO]: OPTIONS /projects/update-file-tree - ::1
2025-04-10T07:29:01.569Z [INFO]: PUT /projects/update-file-tree - ::1
2025-04-10T07:29:39.786Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:29:39.789Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:29:39.796Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:29:39.799Z [INFO]: GET /users/all - ::1
2025-04-10T07:29:46.795Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:29:46.800Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:29:46.804Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:29:46.808Z [INFO]: GET /users/all - ::1
2025-04-10T07:29:49.789Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:29:49.790Z [INFO]: GET /users/all - ::1
2025-04-10T07:29:55.783Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:29:55.785Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:29:55.789Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:29:55.793Z [INFO]: GET /users/all - ::1
2025-04-10T07:29:59.980Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:29:59.981Z [INFO]: GET /users/all - ::1
2025-04-10T07:30:00.784Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:30:00.785Z [INFO]: GET /users/all - ::1
2025-04-10T07:30:15.788Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:30:15.789Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:30:15.791Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:30:15.793Z [INFO]: GET /users/all - ::1
2025-04-10T07:30:20.809Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:30:20.810Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:30:20.814Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:30:20.816Z [INFO]: GET /users/all - ::1
2025-04-10T07:30:23.731Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:30:23.733Z [INFO]: GET /users/all - ::1
2025-04-10T07:30:32.784Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:30:32.788Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:30:32.789Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:30:32.792Z [INFO]: GET /users/all - ::1
2025-04-10T07:30:35.405Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:30:35.406Z [INFO]: GET /users/all - ::1
2025-04-10T07:30:58.065Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:30:58.066Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:30:58.069Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:30:58.074Z [INFO]: GET /users/all - ::1
2025-04-10T07:31:02.623Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:02.628Z [INFO]: GET /users/all - ::1
2025-04-10T07:31:08.695Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:08.698Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:31:08.703Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:08.706Z [INFO]: GET /users/all - ::1
2025-04-10T07:31:15.779Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:15.781Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:31:15.785Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:15.792Z [INFO]: GET /users/all - ::1
2025-04-10T07:31:31.451Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:31:31.455Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:31.461Z [INFO]: GET /users/all - ::1
2025-04-10T07:31:31.462Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:37.878Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:37.881Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:37.886Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:31:37.896Z [INFO]: GET /users/all - ::1
2025-04-10T07:31:40.791Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:40.800Z [INFO]: GET /users/all - ::1
2025-04-10T07:31:43.917Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:43.919Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:31:43.921Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:43.922Z [INFO]: GET /users/all - ::1
2025-04-10T07:31:44.898Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:44.899Z [INFO]: GET /users/all - ::1
2025-04-10T07:31:50.784Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:50.789Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:31:50.791Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:50.794Z [INFO]: GET /users/all - ::1
2025-04-10T07:31:55.061Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:55.067Z [INFO]: GET /users/all - ::1
2025-04-10T07:31:55.773Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:31:55.774Z [INFO]: GET /users/all - ::1
2025-04-10T07:32:01.648Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:32:01.681Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:32:01.690Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:32:01.698Z [INFO]: GET /users/all - ::1
2025-04-10T07:32:05.634Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:32:05.635Z [INFO]: GET /users/all - ::1
2025-04-10T07:32:11.784Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:32:11.785Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:32:11.787Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:32:11.788Z [INFO]: GET /users/all - ::1
2025-04-10T07:32:14.700Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:32:14.702Z [INFO]: GET /users/all - ::1
2025-04-10T07:32:17.772Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:32:17.774Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:32:17.775Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:32:17.776Z [INFO]: GET /users/all - ::1
2025-04-10T07:32:19.649Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:32:19.651Z [INFO]: GET /users/all - ::1
2025-04-10T07:32:22.542Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:32:22.546Z [INFO]: GET /users/all - ::1
2025-04-10T07:32:25.141Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:32:25.146Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:32:25.151Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:32:25.153Z [INFO]: GET /users/all - ::1
2025-04-10T07:33:38.577Z [INFO]: OPTIONS /projects/update-file-tree - ::1
2025-04-10T07:33:38.592Z [INFO]: PUT /projects/update-file-tree - ::1
2025-04-10T07:33:41.996Z [INFO]: PUT /projects/update-file-tree - ::1
2025-04-10T07:34:23.635Z [INFO]: OPTIONS /users/login - ::1
2025-04-10T07:34:23.638Z [INFO]: POST /users/login - ::1
2025-04-10T07:34:23.808Z [INFO]: OPTIONS /projects/all - ::1
2025-04-10T07:34:23.813Z [INFO]: GET /projects/all - ::1
2025-04-10T07:34:25.963Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:34:25.973Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:34:25.980Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:34:25.983Z [INFO]: GET /users/all - ::1
2025-04-10T07:35:06.835Z [INFO]: OPTIONS /users/login - ::1
2025-04-10T07:35:06.838Z [INFO]: POST /users/login - ::1
2025-04-10T07:35:09.243Z [INFO]: POST /users/login - ::1
2025-04-10T07:35:27.383Z [INFO]: 
🚀 Server listening on port 3000
2025-04-10T07:35:38.545Z [INFO]: OPTIONS /users/login - ::1
2025-04-10T07:35:38.552Z [INFO]: POST /users/login - ::1
2025-04-10T07:35:53.588Z [INFO]: OPTIONS /users/login - ::1
2025-04-10T07:35:53.593Z [INFO]: POST /users/login - ::1
2025-04-10T07:36:41.539Z [INFO]: 
🚀 Server listening on port 3000
2025-04-10T07:37:00.512Z [INFO]: OPTIONS /users/login - ::1
2025-04-10T07:37:00.519Z [INFO]: POST /users/login - ::1
2025-04-10T07:37:00.726Z [INFO]: OPTIONS /projects/all - ::1
2025-04-10T07:37:00.736Z [INFO]: GET /projects/all - ::1
2025-04-10T07:37:02.817Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:37:02.830Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:37:02.846Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:37:02.848Z [INFO]: GET /users/all - ::1
2025-04-10T07:38:53.883Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:38:53.886Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:38:53.889Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:38:53.892Z [INFO]: GET /users/all - ::1
2025-04-10T07:38:54.826Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:38:54.980Z [INFO]: GET /users/all - ::1
2025-04-10T07:38:56.786Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:38:56.790Z [INFO]: GET /users/all - ::1
2025-04-10T07:38:58.987Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:38:58.991Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:38:59.007Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:38:59.009Z [INFO]: GET /users/all - ::1
2025-04-10T07:39:10.789Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:39:10.792Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:39:10.794Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:39:10.796Z [INFO]: GET /users/all - ::1
2025-04-10T07:39:13.789Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:39:13.792Z [INFO]: GET /users/all - ::1
2025-04-10T07:39:17.794Z [INFO]: OPTIONS /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:39:17.796Z [INFO]: OPTIONS /users/all - ::1
2025-04-10T07:39:17.799Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:39:17.803Z [INFO]: GET /users/all - ::1
2025-04-10T07:39:20.792Z [INFO]: GET /projects/get-project/67f7528cc808c24a04a250f0 - ::1
2025-04-10T07:39:20.795Z [INFO]: GET /users/all - ::1
